TimePeriod,GeoType,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean ppb
Winter 2021-22,UHF42,101,4,Kingsbridge - Riverdale,12.7,16.5,14.3
Winter 2021-22,UHF42,102,4,Northeast Bronx,13.3,16.6,14.7
Winter 2021-22,UHF42,103,4,Fordham - Bronx Pk,13.0,17.0,15.3
Winter 2021-22,UHF42,104,4,Pelham - Throgs Neck,13.0,21.0,16.3
Winter 2021-22,UHF42,105,4,Crotona -Tremont,15.4,20.8,17.9
Winter 2021-22,UHF42,106,4,High Bridge - Morrisania,15.8,21.0,18.1
Winter 2021-22,UHF42,107,4,Hunts Point - Mott Haven,13.3,30.0,21.5
Winter 2021-22,UHF42,201,4,Greenpoint,20.4,28.8,23.7
Winter 2021-22,UHF42,202,4,Downtown - Heights - Slope,17.0,25.8,21.3
Winter 2021-22,UHF42,203,4,Bedford Stuyvesant - Crown Heights,16.1,20.8,18.3
Winter 2021-22,UHF42,204,4,East New York,14.5,22.4,18.1
Winter 2021-22,UHF42,205,4,Sunset Park,14.0,34.3,22.4
Winter 2021-22,UHF42,206,4,Borough Park,15.0,17.6,16.1
Winter 2021-22,UHF42,207,4,East Flatbush - Flatbush,14.7,17.8,16.2
Winter 2021-22,UHF42,208,4,Canarsie - Flatlands,12.4,18.3,14.9
Winter 2021-22,UHF42,209,4,Bensonhurst - Bay Ridge,13.6,17.2,14.9
Winter 2021-22,UHF42,210,4,Coney Island - Sheepshead Bay,13.0,15.4,14.3
Winter 2021-22,UHF42,211,4,Williamsburg - Bushwick,16.6,31.2,22.6
Winter 2021-22,UHF42,301,4,Washington Heights,14.1,23.1,17.8
Winter 2021-22,UHF42,302,4,Central Harlem - Morningside Heights,16.3,19.8,17.8
Winter 2021-22,UHF42,303,4,East Harlem,16.8,18.9,17.9
Winter 2021-22,UHF42,304,4,Upper West Side,17.2,21.3,19.5
Winter 2021-22,UHF42,305,4,Upper East Side,17.2,21.6,19.5
Winter 2021-22,UHF42,306,4,Chelsea - Clinton,20.4,24.7,22.7
Winter 2021-22,UHF42,307,4,Gramercy Park - Murray Hill,19.1,23.1,21.4
Winter 2021-22,UHF42,308,4,Greenwich Village - SoHo,19.5,23.7,21.6
Winter 2021-22,UHF42,309,4,Union Square - Lower East Side,16.2,20.6,18.0
Winter 2021-22,UHF42,310,4,Lower Manhattan,18.7,21.6,20.2
Winter 2021-22,UHF42,401,4,Long Island City - Astoria,16.1,28.5,21.4
Winter 2021-22,UHF42,402,4,West Queens,14.6,31.9,20.5
Winter 2021-22,UHF42,403,4,Flushing - Clearview,13.0,18.1,14.9
Winter 2021-22,UHF42,404,4,Bayside - Little Neck,12.5,15.8,13.9
Winter 2021-22,UHF42,405,4,Ridgewood - Forest Hills,13.3,20.8,16.6
Winter 2021-22,UHF42,406,4,Fresh Meadows,13.0,15.9,14.3
Winter 2021-22,UHF42,407,4,Southwest Queens,12.9,17.2,14.7
Winter 2021-22,UHF42,408,4,Jamaica,13.1,21.0,15.9
Winter 2021-22,UHF42,409,4,Southeast Queens,12.7,15.6,14.2
Winter 2021-22,UHF42,410,4,Rockaways,11.5,14.2,12.7
Winter 2021-22,UHF42,501,4,Port Richmond,12.8,15.8,14.1
Winter 2021-22,UHF42,502,4,Stapleton - St. George,12.1,15.3,13.5
Winter 2021-22,UHF42,503,4,Willowbrook,11.2,14.7,12.8
Winter 2021-22,UHF42,504,4,South Beach - Tottenville,10.6,12.3,11.4
Winter 2021-22,UHF34,101,3,Kingsbridge - Riverdale,12.7,16.5,14.3
Winter 2021-22,UHF34,102,3,Northeast Bronx,13.3,16.6,14.7
Winter 2021-22,UHF34,103,3,Fordham - Bronx Pk,13.0,17.0,15.3
Winter 2021-22,UHF34,104,3,Pelham - Throgs Neck,13.0,21.0,16.3
Winter 2021-22,UHF34,201,3,Greenpoint,20.4,28.8,23.7
Winter 2021-22,UHF34,202,3,Downtown - Heights - Slope,17.0,25.8,21.3
Winter 2021-22,UHF34,203,3,Bedford Stuyvesant - Crown Heights,16.1,20.8,18.3
Winter 2021-22,UHF34,204,3,East New York,14.5,22.4,18.1
Winter 2021-22,UHF34,205,3,Sunset Park,14.0,34.3,22.4
Winter 2021-22,UHF34,206,3,Borough Park,15.0,17.6,16.1
Winter 2021-22,UHF34,207,3,East Flatbush - Flatbush,14.7,17.8,16.2
Winter 2021-22,UHF34,208,3,Canarsie - Flatlands,12.4,18.3,14.9
Winter 2021-22,UHF34,209,3,Bensonhurst - Bay Ridge,13.6,17.2,14.9
Winter 2021-22,UHF34,210,3,Coney Island - Sheepshead Bay,13.0,15.4,14.3
Winter 2021-22,UHF34,211,3,Williamsburg - Bushwick,16.6,31.2,22.6
Winter 2021-22,UHF34,301,3,Washington Heights,14.1,23.1,17.8
Winter 2021-22,UHF34,302,3,Central Harlem - Morningside Heights,16.3,19.8,17.8
Winter 2021-22,UHF34,303,3,East Harlem,16.8,18.9,17.9
Winter 2021-22,UHF34,304,3,Upper West Side,17.2,21.3,19.5
Winter 2021-22,UHF34,401,3,Long Island City - Astoria,16.1,28.5,21.4
Winter 2021-22,UHF34,402,3,West Queens,14.6,31.9,20.5
Winter 2021-22,UHF34,403,3,Flushing - Clearview,13.0,18.1,14.9
Winter 2021-22,UHF34,405,3,Ridgewood - Forest Hills,13.3,20.8,16.6
Winter 2021-22,UHF34,407,3,Southwest Queens,12.9,17.2,14.7
Winter 2021-22,UHF34,408,3,Jamaica,13.1,21.0,15.9
Winter 2021-22,UHF34,409,3,Southeast Queens,12.7,15.6,14.2
Winter 2021-22,UHF34,410,3,Rockaways,11.5,14.2,12.7
Winter 2021-22,UHF34,305307,3,Upper East Side-Gramercy,17.7,22.6,20.4
Winter 2021-22,UHF34,306308,3,Chelsea-Village  ,20.2,24.6,22.3
Winter 2021-22,UHF34,309310,3,Union Square-Lower Manhattan,16.5,21.2,18.7
Winter 2021-22,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,12.6,15.8,14.1
Winter 2021-22,UHF34,501502,3,Northern SI,12.3,15.5,13.7
Winter 2021-22,UHF34,503504,3,Southern SI,10.8,13.1,11.9
Winter 2021-22,UHF34,105106107,3,South Bronx,15.6,25.8,19.5
Winter 2021-22,Borough,1,1,Bronx,13.2,21.4,16.7
Winter 2021-22,Borough,2,1,Brooklyn,13.7,23.4,17.7
Winter 2021-22,Borough,3,1,Manhattan,16.2,23.3,19.5
Winter 2021-22,Borough,4,1,Queens,12.8,20.3,15.9
Winter 2021-22,Borough,5,1,Staten Island,10.9,14.6,12.5
Winter 2021-22,Citywide,1,0,New York City,11.9,21.4,16.0
Annual Average 2021,CD,101,6,Financial District (CD1),10.9,14.2,12.6
Annual Average 2021,CD,102,6,Greenwich Village and Soho (CD2),12.7,15.1,14.0
Annual Average 2021,CD,103,6,Lower East Side and Chinatown (CD3),10.6,13.7,12.4
Annual Average 2021,CD,104,6,Clinton and Chelsea (CD4),13.2,17.8,15.2
Annual Average 2021,CD,105,6,Midtown (CD5),12.9,14.8,13.9
Annual Average 2021,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),11.5,15.0,13.6
Annual Average 2021,CD,107,6,Upper West Side (CD7),10.0,12.7,11.5
Annual Average 2021,CD,108,6,Upper East Side (CD8),10.3,14.6,12.7
Annual Average 2021,CD,109,6,Morningside Heights and Hamilton Heights (CD9),10.1,12.0,11.1
Annual Average 2021,CD,110,6,Central Harlem (CD10),10.8,12.6,11.7
Annual Average 2021,CD,111,6,East Harlem (CD11),11.2,14.1,12.7
Annual Average 2021,CD,112,6,Washington Heights and Inwood (CD12),7.2,23.3,13.8
Annual Average 2021,CD,201,6,Mott Haven and Melrose (CD1),10.5,25.2,15.8
Annual Average 2021,CD,202,6,Hunts Point and Longwood (CD2),11.8,32.4,19.1
Annual Average 2021,CD,203,6,Morrisania and Crotona (CD3),10.4,13.5,11.7
Annual Average 2021,CD,204,6,Highbridge and Concourse (CD4),11.0,16.3,12.9
Annual Average 2021,CD,205,6,Fordham and University Heights (CD5),11.6,16.6,13.6
Annual Average 2021,CD,206,6,Belmont and East Tremont (CD6),9.7,13.9,12.1
Annual Average 2021,CD,207,6,Kingsbridge Heights and Bedford (CD7),9.1,11.9,10.5
Annual Average 2021,CD,208,6,Riverdale and Fieldston (CD8),6.1,11.6,8.5
Annual Average 2021,CD,209,6,Parkchester and Soundview (CD9),8.3,15.9,12.1
Annual Average 2021,CD,210,6,Throgs Neck and Co-op City (CD10),7.1,13.2,10.4
Annual Average 2021,CD,211,6,Morris Park and Bronxdale (CD11),8.7,12.5,10.4
Annual Average 2021,CD,212,6,Williamsbridge and Baychester (CD12),7.4,10.8,9.4
Annual Average 2021,CD,301,6,Greenpoint and Williamsburg (CD1),13.8,38.8,23.8
Annual Average 2021,CD,302,6,Fort Greene and Brooklyn Heights (CD2),11.9,16.2,13.8
Annual Average 2021,CD,303,6,Bedford Stuyvesant (CD3),10.4,22.1,13.5
Annual Average 2021,CD,304,6,Bushwick (CD4),9.6,18.7,13.1
Annual Average 2021,CD,305,6,East New York and Starrett City (CD5),8.2,16.9,12.1
Annual Average 2021,CD,306,6,Park Slope and Carroll Gardens (CD6),11.2,18.6,14.7
Annual Average 2021,CD,307,6,Sunset Park (CD7),8.7,27.1,16.2
Annual Average 2021,CD,308,6,Crown Heights and Prospect Heights (CD8),11.0,13.3,12.1
Annual Average 2021,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),10.4,11.8,11.1
Annual Average 2021,CD,310,6,Bay Ridge and Dyker Heights (CD10),9.2,13.9,11.7
Annual Average 2021,CD,311,6,Bensonhurst (CD11),10.5,11.6,11.1
Annual Average 2021,CD,312,6,Borough Park (CD12),10.5,12.1,11.2
Annual Average 2021,CD,313,6,Coney Island (CD13),7.9,10.9,9.6
Annual Average 2021,CD,314,6,Flatbush and Midwood (CD14),9.9,11.4,10.6
Annual Average 2021,CD,315,6,Sheepshead Bay (CD15),8.6,11.1,10.1
Annual Average 2021,CD,316,6,Brownsville (CD16),10.3,15.1,12.1
Annual Average 2021,CD,317,6,East Flatbush (CD17),10.0,13.3,11.9
Annual Average 2021,CD,318,6,Flatlands and Canarsie (CD18),6.3,12.2,10.0
Annual Average 2021,CD,401,6,Long Island City and Astoria (CD1),8.2,14.7,11.4
Annual Average 2021,CD,402,6,Woodside and Sunnyside (CD2),11.9,41.1,24.2
Annual Average 2021,CD,403,6,Jackson Heights (CD3),9.8,11.6,10.6
Annual Average 2021,CD,404,6,Elmhurst and Corona (CD4),10.3,13.6,11.9
Annual Average 2021,CD,405,6,Ridgewood and Maspeth (CD5),7.7,30.6,18.7
Annual Average 2021,CD,406,6,Rego Park and Forest Hills (CD6),8.3,12.4,10.1
Annual Average 2021,CD,407,6,Flushing and Whitestone (CD7),7.7,11.9,9.7
Annual Average 2021,CD,408,6,Hillcrest and Fresh Meadows (CD8),7.8,10.9,9.5
Annual Average 2021,CD,409,6,Kew Gardens and Woodhaven (CD9),9.0,13.4,11.0
Annual Average 2021,CD,410,6,South Ozone Park and Howard Beach (CD10),7.9,10.7,9.6
Annual Average 2021,CD,411,6,Bayside and Little Neck (CD11),6.6,10.9,8.9
Annual Average 2021,CD,412,6,Jamaica and Hollis (CD12),8.4,14.2,10.7
Annual Average 2021,CD,413,6,Queens Village (CD13),8.2,15.8,11.8
Annual Average 2021,CD,414,6,Rockaway and Broad Channel (CD14),5.3,8.2,7.1
Annual Average 2021,CD,501,6,St. George and Stapleton (CD1),8.3,12.1,10.3
Annual Average 2021,CD,502,6,South Beach and Willowbrook (CD2),6.5,11.1,8.7
Annual Average 2021,CD,503,6,Tottenville and Great Kills (CD3),6.9,9.9,8.5
Annual Average 2021,UHF42,101,4,Kingsbridge - Riverdale,6.1,11.6,8.5
Annual Average 2021,UHF42,102,4,Northeast Bronx,8.7,11.4,10.0
Annual Average 2021,UHF42,103,4,Fordham - Bronx Pk,7.3,11.8,9.7
Annual Average 2021,UHF42,104,4,Pelham - Throgs Neck,7.6,14.8,11.1
Annual Average 2021,UHF42,105,4,Crotona -Tremont,11.1,15.3,13.2
Annual Average 2021,UHF42,106,4,High Bridge - Morrisania,10.4,15.6,12.3
Annual Average 2021,UHF42,107,4,Hunts Point - Mott Haven,8.2,26.6,16.4
Annual Average 2021,UHF42,201,4,Greenpoint,14.0,34.6,22.7
Annual Average 2021,UHF42,202,4,Downtown - Heights - Slope,11.5,18.8,14.8
Annual Average 2021,UHF42,203,4,Bedford Stuyvesant - Crown Heights,10.5,13.2,11.8
Annual Average 2021,UHF42,204,4,East New York,8.8,17.0,12.3
Annual Average 2021,UHF42,205,4,Sunset Park,8.7,26.9,16.1
Annual Average 2021,UHF42,206,4,Borough Park,10.3,12.0,11.1
Annual Average 2021,UHF42,207,4,East Flatbush - Flatbush,10.0,12.0,11.0
Annual Average 2021,UHF42,208,4,Canarsie - Flatlands,6.3,14.2,10.2
Annual Average 2021,UHF42,209,4,Bensonhurst - Bay Ridge,9.3,13.4,11.2
Annual Average 2021,UHF42,210,4,Coney Island - Sheepshead Bay,8.3,11.1,10.0
Annual Average 2021,UHF42,211,4,Williamsburg - Bushwick,10.4,29.9,17.8
Annual Average 2021,UHF42,301,4,Washington Heights,7.6,22.3,13.3
Annual Average 2021,UHF42,302,4,Central Harlem - Morningside Heights,10.6,12.6,11.6
Annual Average 2021,UHF42,303,4,East Harlem,11.2,14.2,12.7
Annual Average 2021,UHF42,304,4,Upper West Side,10.0,12.7,11.4
Annual Average 2021,UHF42,305,4,Upper East Side,10.2,14.5,12.6
Annual Average 2021,UHF42,306,4,Chelsea - Clinton,12.9,17.3,14.6
Annual Average 2021,UHF42,307,4,Gramercy Park - Murray Hill,12.8,15.1,14.1
Annual Average 2021,UHF42,308,4,Greenwich Village - SoHo,13.2,15.1,14.2
Annual Average 2021,UHF42,309,4,Union Square - Lower East Side,10.7,13.6,12.4
Annual Average 2021,UHF42,310,4,Lower Manhattan,10.8,13.5,12.2
Annual Average 2021,UHF42,401,4,Long Island City - Astoria,10.6,27.4,16.3
Annual Average 2021,UHF42,402,4,West Queens,10.1,36.6,19.5
Annual Average 2021,UHF42,403,4,Flushing - Clearview,7.9,11.7,9.7
Annual Average 2021,UHF42,404,4,Bayside - Little Neck,6.4,10.9,8.8
Annual Average 2021,UHF42,405,4,Ridgewood - Forest Hills,7.8,13.9,11.4
Annual Average 2021,UHF42,406,4,Fresh Meadows,8.7,11.0,9.7
Annual Average 2021,UHF42,407,4,Southwest Queens,8.4,11.5,10.1
Annual Average 2021,UHF42,408,4,Jamaica,8.2,15.0,11.7
Annual Average 2021,UHF42,409,4,Southeast Queens,8.1,10.5,10.3
Annual Average 2021,UHF42,410,4,Rockaways,5.5,8.2,7.1
Annual Average 2021,UHF42,501,4,Port Richmond,9.1,12.2,10.8
Annual Average 2021,UHF42,502,4,Stapleton - St. George,7.3,11.3,9.3
Annual Average 2021,UHF42,503,4,Willowbrook,6.5,12.0,9.0
Annual Average 2021,UHF42,504,4,South Beach - Tottenville,6.8,9.9,8.5
Annual Average 2021,UHF34,101,3,Kingsbridge - Riverdale,6.1,11.6,8.5
Annual Average 2021,UHF34,102,3,Northeast Bronx,8.7,11.4,10.0
Annual Average 2021,UHF34,103,3,Fordham - Bronx Pk,7.3,11.8,9.7
Annual Average 2021,UHF34,104,3,Pelham - Throgs Neck,7.6,14.8,11.1
Annual Average 2021,UHF34,201,3,Greenpoint,14.0,34.6,22.7
Annual Average 2021,UHF34,202,3,Downtown - Heights - Slope,11.5,18.8,14.8
Annual Average 2021,UHF34,203,3,Bedford Stuyvesant - Crown Heights,10.5,13.2,11.8
Annual Average 2021,UHF34,204,3,East New York,8.8,17.0,12.3
Annual Average 2021,UHF34,205,3,Sunset Park,8.7,26.9,16.1
Annual Average 2021,UHF34,206,3,Borough Park,10.3,12.0,11.1
Annual Average 2021,UHF34,207,3,East Flatbush - Flatbush,10.0,12.0,11.0
Annual Average 2021,UHF34,208,3,Canarsie - Flatlands,6.3,14.2,10.2
Annual Average 2021,UHF34,209,3,Bensonhurst - Bay Ridge,9.3,13.4,11.2
Annual Average 2021,UHF34,210,3,Coney Island - Sheepshead Bay,8.3,11.1,10.0
Annual Average 2021,UHF34,211,3,Williamsburg - Bushwick,10.4,29.9,17.8
Annual Average 2021,UHF34,301,3,Washington Heights,7.6,22.3,13.3
Annual Average 2021,UHF34,302,3,Central Harlem - Morningside Heights,10.6,12.6,11.6
Annual Average 2021,UHF34,303,3,East Harlem,11.2,14.2,12.7
Annual Average 2021,UHF34,304,3,Upper West Side,10.0,12.7,11.4
Annual Average 2021,UHF34,401,3,Long Island City - Astoria,10.6,27.4,16.3
Annual Average 2021,UHF34,402,3,West Queens,10.1,36.6,19.5
Annual Average 2021,UHF34,403,3,Flushing - Clearview,7.9,11.7,9.7
Annual Average 2021,UHF34,405,3,Ridgewood - Forest Hills,7.8,13.9,11.4
Annual Average 2021,UHF34,407,3,Southwest Queens,8.4,11.5,10.1
Annual Average 2021,UHF34,408,3,Jamaica,8.2,15.0,11.7
Annual Average 2021,UHF34,409,3,Southeast Queens,8.1,10.5,10.3
Annual Average 2021,UHF34,410,3,Rockaways,5.5,8.2,7.1
Annual Average 2021,UHF34,305307,3,Upper East Side-Gramercy,11.2,15.0,13.3
Annual Average 2021,UHF34,306308,3,Chelsea-Village  ,13.0,16.7,14.5
Annual Average 2021,UHF34,309310,3,Union Square-Lower Manhattan,10.8,13.6,12.3
Annual Average 2021,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,6.8,11.0,9.1
Annual Average 2021,UHF34,501502,3,Northern SI,7.6,11.7,9.8
Annual Average 2021,UHF34,503504,3,Southern SI,6.7,10.6,8.7
Annual Average 2021,UHF34,105106107,3,South Bronx,10.4,20.5,14.3
Annual Average 2021,Borough,1,1,Bronx,7.8,15.3,11.5
Annual Average 2021,Borough,2,1,Brooklyn,9.0,17.7,12.7
Annual Average 2021,Borough,3,1,Manhattan,10.4,15.2,13.0
Annual Average 2021,Borough,4,1,Queens,7.6,14.0,11.6
Annual Average 2021,Borough,5,1,Staten Island,6.8,11.3,9.0
Annual Average 2021,Citywide,1,0,New York City,7.5,14.6,11.4
Summer 2021,CD,101,6,Financial District (CD1),6.4,8.8,7.7
Summer 2021,CD,102,6,Greenwich Village and Soho (CD2),7.7,9.4,8.6
Summer 2021,CD,103,6,Lower East Side and Chinatown (CD3),6.2,8.5,7.5
Summer 2021,CD,104,6,Clinton and Chelsea (CD4),8.1,11.9,9.8
Summer 2021,CD,105,6,Midtown (CD5),8.0,9.6,8.9
Summer 2021,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),7.1,9.9,8.7
Summer 2021,CD,107,6,Upper West Side (CD7),6.1,7.9,7.1
Summer 2021,CD,108,6,Upper East Side (CD8),6.3,9.6,8.0
Summer 2021,CD,109,6,Morningside Heights and Hamilton Heights (CD9),6.0,7.3,6.7
Summer 2021,CD,110,6,Central Harlem (CD10),6.4,7.8,7.1
Summer 2021,CD,111,6,East Harlem (CD11),6.9,9.0,7.9
Summer 2021,CD,112,6,Washington Heights and Inwood (CD12),4.0,17.6,9.3
Summer 2021,CD,201,6,Mott Haven and Melrose (CD1),5.9,15.2,9.5
Summer 2021,CD,202,6,Hunts Point and Longwood (CD2),6.7,19.4,11.2
Summer 2021,CD,203,6,Morrisania and Crotona (CD3),5.8,8.4,6.9
Summer 2021,CD,204,6,Highbridge and Concourse (CD4),6.3,11.0,8.0
Summer 2021,CD,205,6,Fordham and University Heights (CD5),7.0,11.3,8.7
Summer 2021,CD,206,6,Belmont and East Tremont (CD6),5.6,8.7,7.4
Summer 2021,CD,207,6,Kingsbridge Heights and Bedford (CD7),5.1,7.2,6.1
Summer 2021,CD,208,6,Riverdale and Fieldston (CD8),3.3,7.1,4.9
Summer 2021,CD,209,6,Parkchester and Soundview (CD9),4.4,9.7,7.2
Summer 2021,CD,210,6,Throgs Neck and Co-op City (CD10),3.7,8.0,6.0
Summer 2021,CD,211,6,Morris Park and Bronxdale (CD11),4.7,7.3,5.8
Summer 2021,CD,212,6,Williamsbridge and Baychester (CD12),4.2,6.2,5.3
Summer 2021,CD,301,6,Greenpoint and Williamsburg (CD1),8.2,23.3,14.2
Summer 2021,CD,302,6,Fort Greene and Brooklyn Heights (CD2),7.1,9.9,8.3
Summer 2021,CD,303,6,Bedford Stuyvesant (CD3),5.7,13.2,7.8
Summer 2021,CD,304,6,Bushwick (CD4),5.2,10.7,7.3
Summer 2021,CD,305,6,East New York and Starrett City (CD5),4.3,9.6,6.6
Summer 2021,CD,306,6,Park Slope and Carroll Gardens (CD6),6.2,11.2,8.5
Summer 2021,CD,307,6,Sunset Park (CD7),4.7,16.0,9.4
Summer 2021,CD,308,6,Crown Heights and Prospect Heights (CD8),6.1,7.7,6.9
Summer 2021,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),5.7,6.6,6.1
Summer 2021,CD,310,6,Bay Ridge and Dyker Heights (CD10),4.7,8.0,6.4
Summer 2021,CD,311,6,Bensonhurst (CD11),5.4,6.1,5.7
Summer 2021,CD,312,6,Borough Park (CD12),5.5,6.6,6.0
Summer 2021,CD,313,6,Coney Island (CD13),3.9,5.7,4.9
Summer 2021,CD,314,6,Flatbush and Midwood (CD14),5.3,6.4,5.7
Summer 2021,CD,315,6,Sheepshead Bay (CD15),4.3,5.9,5.3
Summer 2021,CD,316,6,Brownsville (CD16),5.5,8.5,6.7
Summer 2021,CD,317,6,East Flatbush (CD17),5.3,7.5,6.5
Summer 2021,CD,318,6,Flatlands and Canarsie (CD18),3.1,6.7,5.3
Summer 2021,CD,401,6,Long Island City and Astoria (CD1),4.3,8.6,6.5
Summer 2021,CD,402,6,Woodside and Sunnyside (CD2),7.0,25.1,14.7
Summer 2021,CD,403,6,Jackson Heights (CD3),5.3,6.7,6.0
Summer 2021,CD,404,6,Elmhurst and Corona (CD4),5.5,8.3,6.9
Summer 2021,CD,405,6,Ridgewood and Maspeth (CD5),4.1,18.1,10.7
Summer 2021,CD,406,6,Rego Park and Forest Hills (CD6),4.5,7.4,5.8
Summer 2021,CD,407,6,Flushing and Whitestone (CD7),4.0,6.9,5.3
Summer 2021,CD,408,6,Hillcrest and Fresh Meadows (CD8),4.3,6.4,5.3
Summer 2021,CD,409,6,Kew Gardens and Woodhaven (CD9),4.8,7.7,6.0
Summer 2021,CD,410,6,South Ozone Park and Howard Beach (CD10),3.9,5.9,5.1
Summer 2021,CD,411,6,Bayside and Little Neck (CD11),3.3,6.3,4.9
Summer 2021,CD,412,6,Jamaica and Hollis (CD12),4.2,7.9,5.7
Summer 2021,CD,413,6,Queens Village (CD13),4.1,8.8,6.4
Summer 2021,CD,414,6,Rockaway and Broad Channel (CD14),2.4,4.0,3.3
Summer 2021,CD,501,6,St. George and Stapleton (CD1),4.1,6.5,5.3
Summer 2021,CD,502,6,South Beach and Willowbrook (CD2),3.0,5.8,4.3
Summer 2021,CD,503,6,Tottenville and Great Kills (CD3),3.1,4.8,4.0
Summer 2021,UHF42,101,4,Kingsbridge - Riverdale,3.2,7.1,4.9
Summer 2021,UHF42,102,4,Northeast Bronx,4.7,6.6,5.6
Summer 2021,UHF42,103,4,Fordham - Bronx Pk,4.1,7.1,5.6
Summer 2021,UHF42,104,4,Pelham - Throgs Neck,4.1,8.9,6.4
Summer 2021,UHF42,105,4,Crotona -Tremont,6.7,9.9,8.2
Summer 2021,UHF42,106,4,High Bridge - Morrisania,5.9,10.3,7.5
Summer 2021,UHF42,107,4,Hunts Point - Mott Haven,4.3,16.0,9.6
Summer 2021,UHF42,201,4,Greenpoint,8.4,20.8,13.6
Summer 2021,UHF42,202,4,Downtown - Heights - Slope,6.5,11.4,8.7
Summer 2021,UHF42,203,4,Bedford Stuyvesant - Crown Heights,5.7,7.6,6.6
Summer 2021,UHF42,204,4,East New York,4.7,9.7,6.8
Summer 2021,UHF42,205,4,Sunset Park,4.5,15.9,9.2
Summer 2021,UHF42,206,4,Borough Park,5.5,6.5,5.9
Summer 2021,UHF42,207,4,East Flatbush - Flatbush,5.3,6.7,6.0
Summer 2021,UHF42,208,4,Canarsie - Flatlands,3.1,7.9,5.4
Summer 2021,UHF42,209,4,Bensonhurst - Bay Ridge,4.8,7.6,6.0
Summer 2021,UHF42,210,4,Coney Island - Sheepshead Bay,4.1,5.8,5.2
Summer 2021,UHF42,211,4,Williamsburg - Bushwick,5.7,17.8,10.2
Summer 2021,UHF42,301,4,Washington Heights,4.3,16.6,8.8
Summer 2021,UHF42,302,4,Central Harlem - Morningside Heights,6.3,7.8,7.0
Summer 2021,UHF42,303,4,East Harlem,6.9,9.0,7.9
Summer 2021,UHF42,304,4,Upper West Side,6.1,7.9,7.0
Summer 2021,UHF42,305,4,Upper East Side,6.3,9.5,8.0
Summer 2021,UHF42,306,4,Chelsea - Clinton,8.0,11.5,9.3
Summer 2021,UHF42,307,4,Gramercy Park - Murray Hill,8.1,9.9,9.1
Summer 2021,UHF42,308,4,Greenwich Village - SoHo,8.0,9.3,8.7
Summer 2021,UHF42,309,4,Union Square - Lower East Side,6.3,8.4,7.5
Summer 2021,UHF42,310,4,Lower Manhattan,6.4,8.3,7.4
Summer 2021,UHF42,401,4,Long Island City - Astoria,5.8,16.7,9.6
Summer 2021,UHF42,402,4,West Queens,5.5,22.4,11.5
Summer 2021,UHF42,403,4,Flushing - Clearview,4.0,6.6,5.3
Summer 2021,UHF42,404,4,Bayside - Little Neck,3.2,6.3,4.8
Summer 2021,UHF42,405,4,Ridgewood - Forest Hills,4.1,8.2,6.4
Summer 2021,UHF42,406,4,Fresh Meadows,4.6,6.5,5.4
Summer 2021,UHF42,407,4,Southwest Queens,4.3,6.5,5.4
Summer 2021,UHF42,408,4,Jamaica,4.2,8.4,6.4
Summer 2021,UHF42,409,4,Southeast Queens,4.1,5.7,5.5
Summer 2021,UHF42,410,4,Rockaways,2.5,4.0,3.4
Summer 2021,UHF42,501,4,Port Richmond,4.4,6.3,5.4
Summer 2021,UHF42,502,4,Stapleton - St. George,3.4,6.0,4.7
Summer 2021,UHF42,503,4,Willowbrook,2.9,6.4,4.5
Summer 2021,UHF42,504,4,South Beach - Tottenville,3.1,4.8,4.0
Summer 2021,UHF34,101,3,Kingsbridge - Riverdale,3.2,7.1,4.9
Summer 2021,UHF34,102,3,Northeast Bronx,4.7,6.6,5.6
Summer 2021,UHF34,103,3,Fordham - Bronx Pk,4.1,7.1,5.6
Summer 2021,UHF34,104,3,Pelham - Throgs Neck,4.1,8.9,6.4
Summer 2021,UHF34,201,3,Greenpoint,8.4,20.8,13.6
Summer 2021,UHF34,202,3,Downtown - Heights - Slope,6.5,11.4,8.7
Summer 2021,UHF34,203,3,Bedford Stuyvesant - Crown Heights,5.7,7.6,6.6
Summer 2021,UHF34,204,3,East New York,4.7,9.7,6.8
Summer 2021,UHF34,205,3,Sunset Park,4.5,15.9,9.2
Summer 2021,UHF34,206,3,Borough Park,5.5,6.5,5.9
Summer 2021,UHF34,207,3,East Flatbush - Flatbush,5.3,6.7,6.0
Summer 2021,UHF34,208,3,Canarsie - Flatlands,3.1,7.9,5.4
Summer 2021,UHF34,209,3,Bensonhurst - Bay Ridge,4.8,7.6,6.0
Summer 2021,UHF34,210,3,Coney Island - Sheepshead Bay,4.1,5.8,5.2
Summer 2021,UHF34,211,3,Williamsburg - Bushwick,5.7,17.8,10.2
Summer 2021,UHF34,301,3,Washington Heights,4.3,16.6,8.8
Summer 2021,UHF34,302,3,Central Harlem - Morningside Heights,6.3,7.8,7.0
Summer 2021,UHF34,303,3,East Harlem,6.9,9.0,7.9
Summer 2021,UHF34,304,3,Upper West Side,6.1,7.9,7.0
Summer 2021,UHF34,401,3,Long Island City - Astoria,5.8,16.7,9.6
